ph,temperature,humidity,altitude,rainfall,N,P,K,label
5.66,29.66,41.43,262.0,613.63,94.0,20.0,96.0,Java Plum
6.2,30.43,54.57,920.0,1235.49,117.0,40.0,85.0,Java Plum
7.28,28.41,41.22,1104.0,705.67,125.0,27.0,203.0,Java Plum
6.45,26.37,63.2,478.0,1037.31,94.0,39.0,104.0,Java Plum
7.28,29.7,54.84,551.0,821.47,143.0,22.0,213.0,Java Plum
6.75,20.02,63.98,1163.0,1089.46,84.0,34.0,110.0,Java Plum
6.13,34.71,46.28,581.0,752.47,149.0,30.0,126.0,Java Plum
7.23,21.46,43.48,997.0,603.5,110.0,40.0,136.0,Java Plum
5.73,27.11,42.19,234.0,861.75,145.0,26.0,249.0,Java Plum
5.91,23.41,68.1,362.0,1059.18,117.0,40.0,175.0,Java Plum
6.25,33.64,56.34,234.0,951.33,127.0,24.0,102.0,Java Plum
5.56,23.52,58.17,622.0,1145.28,100.0,24.0,126.0,Java Plum
5.68,26.05,49.49,1188.0,648.99,87.0,22.0,210.0,Java Plum
6.31,20.72,58.11,1147.0,1041.13,112.0,35.0,174.0,Java Plum
6.04,29.87,55.9,221.0,946.75,92.0,28.0,141.0,Java Plum
5.68,26.63,60.38,1093.0,987.9,135.0,26.0,229.0,Java Plum
7.3,34.67,42.12,677.0,981.07,127.0,34.0,179.0,Java Plum
6.87,21.24,64.33,507.0,640.93,118.0,25.0,110.0,Java Plum
7.07,21.72,67.26,693.0,708.67,133.0,37.0,204.0,Java Plum
7.4,31.83,65.22,509.0,1203.17,104.0,21.0,98.0,Java Plum
7.48,21.33,46.82,878.0,956.85,118.0,26.0,159.0,Java Plum
5.71,25.54,54.15,964.0,796.7,140.0,32.0,146.0,Java Plum
6.18,25.75,48.09,986.0,863.82,141.0,21.0,198.0,Java Plum
7.25,26.34,52.8,1127.0,1260.55,94.0,33.0,164.0,Java Plum
6.35,20.5,48.14,322.0,970.47,130.0,36.0,130.0,Java Plum
5.75,21.9,49.93,371.0,892.69,130.0,28.0,228.0,Java Plum
6.91,24.74,56.25,646.0,609.04,116.0,24.0,123.0,Java Plum
7.23,32.25,54.52,726.0,1150.0,81.0,38.0,206.0,Java Plum
6.8,33.11,41.99,1256.0,1138.32,147.0,34.0,220.0,Java Plum
6.96,29.32,63.53,988.0,907.72,127.0,37.0,133.0,Java Plum
6.53,21.42,54.5,415.0,983.36,112.0,23.0,186.0,Java Plum
6.83,32.38,58.93,480.0,865.69,114.0,20.0,140.0,Java Plum
6.58,25.54,40.07,1077.0,686.11,106.0,24.0,115.0,Java Plum
6.78,20.73,40.29,1114.0,676.75,84.0,29.0,91.0,Java Plum
6.56,30.57,40.05,373.0,1048.95,111.0,36.0,143.0,Java Plum
5.83,32.72,42.89,396.0,1107.43,103.0,33.0,171.0,Java Plum
6.1,15.61,70.2,1311.0,1086.21,90.0,33.0,222.0,Kiwi
5.8,20.59,70.98,1490.0,1064.34,199.0,28.0,104.0,Kiwi
6.88,20.97,70.41,348.0,830.17,158.0,59.0,192.0,Kiwi
6.03,27.46,56.31,556.0,1167.2,178.0,31.0,212.0,Kiwi
5.8,18.27,57.27,762.0,1498.95,116.0,36.0,197.0,Kiwi
6.5,22.96,58.66,1739.0,1494.39,89.0,39.0,254.0,Kiwi
5.86,25.37,76.58,729.0,1251.78,131.0,41.0,130.0,Kiwi
5.97,13.06,54.73,349.0,1256.18,174.0,40.0,125.0,Kiwi
6.96,24.04,54.65,1201.0,1060.62,184.0,81.0,134.0,Kiwi
6.38,18.7,67.55,1427.0,1178.46,185.0,39.0,116.0,Kiwi
6.97,19.21,61.61,1019.0,1236.14,94.0,78.0,107.0,Kiwi
6.8,12.86,53.31,1484.0,1103.67,132.0,53.0,150.0,Kiwi
5.94,23.89,61.05,1594.0,1021.43,156.0,62.0,235.0,Kiwi
5.73,25.89,64.86,1581.0,1270.62,141.0,32.0,189.0,Kiwi
6.0,20.24,71.75,958.0,1465.34,90.0,37.0,184.0,Kiwi
5.83,17.27,71.47,1285.0,1006.4,142.0,51.0,180.0,Kiwi
5.67,17.37,63.51,1735.0,1189.52,156.0,40.0,265.0,Kiwi
5.55,17.0,63.37,661.0,974.72,163.0,81.0,278.0,Kiwi
6.18,23.67,54.89,999.0,1486.62,97.0,59.0,247.0,Kiwi
5.61,25.06,59.27,1292.0,1382.42,129.0,54.0,273.0,Kiwi
5.89,23.61,75.51,991.0,1076.52,109.0,37.0,80.0,Kiwi
6.15,15.69,57.36,742.0,1460.32,178.0,65.0,200.0,Kiwi
6.63,18.76,52.02,1120.0,1377.59,90.0,34.0,188.0,Kiwi
6.44,20.73,68.1,1772.0,1063.75,196.0,85.0,101.0,Kiwi
5.87,24.16,79.68,455.0,807.49,193.0,27.0,242.0,Kiwi
6.37,19.91,75.86,1629.0,1037.19,150.0,72.0,94.0,Kiwi
6.29,23.7,71.99,955.0,1274.85,187.0,31.0,83.0,Kiwi
5.95,16.33,79.27,1688.0,1444.68,181.0,25.0,258.0,Kiwi
6.8,12.19,77.37,1255.0,1216.09,149.0,55.0,258.0,Kiwi
6.22,25.94,54.6,1770.0,1249.71,115.0,76.0,193.0,Kiwi
5.72,18.85,55.22,542.0,1303.51,160.0,76.0,298.0,Kiwi
6.9,27.22,53.08,1582.0,1084.97,170.0,38.0,253.0,Kiwi
6.28,22.66,77.07,1782.0,1441.86,120.0,48.0,143.0,Kiwi
5.56,27.94,56.29,1054.0,1007.28,80.0,58.0,122.0,Kiwi
6.68,21.94,66.64,764.0,902.29,169.0,31.0,105.0,Kiwi
6.11,27.28,58.52,1198.0,1084.86,123.0,55.0,144.0,Kiwi
6.92,21.19,68.76,1701.0,1116.19,81.0,82.0,103.0,Kiwi
6.71,12.74,64.67,1177.0,875.34,174.0,21.0,146.0,Kiwi
6.63,23.05,74.26,1458.0,970.06,128.0,41.0,262.0,Kiwi
5.64,22.7,66.66,1631.0,1042.47,175.0,75.0,171.0,Kiwi
6.96,12.94,76.02,1287.0,1229.84,199.0,38.0,140.0,Kiwi
6.17,14.6,56.94,628.0,1484.09,108.0,86.0,115.0,Kiwi
6.42,20.77,72.51,403.0,1303.66,188.0,45.0,154.0,Kiwi
5.69,16.47,76.01,1413.0,1031.83,175.0,65.0,253.0,Kiwi
5.5,16.75,53.91,1223.0,1114.5,117.0,45.0,257.0,Kiwi
6.72,18.24,55.11,503.0,1078.4,110.0,86.0,124.0,Kiwi
6.32,23.84,62.02,1245.0,1318.94,151.0,62.0,288.0,Kiwi
6.85,23.17,63.98,1769.0,1467.22,180.0,32.0,126.0,Kiwi
6.77,27.04,79.75,1772.0,1185.49,126.0,88.0,153.0,Kiwi
6.62,16.53,52.52,1136.0,1422.48,198.0,36.0,145.0,Kiwi
5.78,23.88,59.93,838.0,1074.76,147.0,74.0,139.0,Kiwi
6.05,25.46,66.74,1541.0,1269.05,97.0,62.0,222.0,Kiwi
5.71,20.76,57.41,848.0,948.18,140.0,50.0,132.0,Kiwi
6.11,13.43,53.8,1062.0,1064.05,132.0,24.0,203.0,Kiwi
6.74,24.7,54.58,1105.0,813.58,198.0,73.0,299.0,Kiwi
5.62,23.03,68.33,662.0,1222.18,116.0,26.0,177.0,Kiwi
5.55,14.95,58.49,1552.0,1043.46,154.0,41.0,289.0,Kiwi
5.85,12.78,63.45,1705.0,1080.47,190.0,48.0,129.0,Kiwi
6.12,23.82,57.39,1358.0,1445.73,167.0,34.0,220.0,Kiwi
6.96,13.9,66.95,353.0,1152.22,134.0,56.0,261.0,Kiwi
6.76,15.77,62.33,536.0,884.96,113.0,23.0,182.0,Kiwi
5.79,23.9,61.31,1573.0,1265.47,192.0,55.0,87.0,Kiwi
6.43,22.17,59.84,476.0,857.78,152.0,50.0,238.0,Kiwi
5.63,13.9,73.5,366.0,1164.1,140.0,75.0,233.0,Kiwi
5.68,22.74,60.73,532.0,1273.1,134.0,50.0,142.0,Kiwi
6.02,26.32,60.61,1108.0,809.74,122.0,46.0,114.0,Kiwi
6.02,18.41,54.7,889.0,1187.18,133.0,84.0,92.0,Kiwi
6.07,13.2,74.97,1329.0,1220.77,159.0,87.0,87.0,Kiwi
5.8,18.69,68.61,1271.0,859.96,179.0,33.0,88.0,Kiwi
5.63,16.14,58.83,1294.0,1131.55,155.0,89.0,184.0,Kiwi
6.53,26.18,67.95,627.0,1386.15,178.0,48.0,195.0,Kiwi
6.7,12.64,70.08,231.0,1455.48,141.0,54.0,109.0,Kiwi
5.83,22.73,67.76,1467.0,1045.67,106.0,20.0,177.0,Kiwi
6.22,24.1,50.23,338.0,804.15,191.0,32.0,177.0,Kiwi
6.57,23.19,59.35,367.0,1220.66,96.0,29.0,98.0,Kiwi
6.78,15.25,66.99,792.0,1493.85,170.0,58.0,88.0,Kiwi
6.34,12.49,53.17,1055.0,975.45,171.0,71.0,115.0,Kiwi
6.76,16.65,63.54,301.0,1276.15,81.0,63.0,292.0,Kiwi
6.5,21.11,67.15,277.0,807.22,175.0,71.0,126.0,Kiwi
6.23,16.68,52.54,1684.0,806.72,91.0,81.0,196.0,Kiwi
6.08,15.44,56.92,1417.0,1109.01,140.0,33.0,218.0,Kiwi
5.89,15.29,75.71,698.0,973.63,109.0,73.0,151.0,Kiwi
5.92,27.15,59.5,814.0,1075.81,195.0,90.0,131.0,Kiwi
6.48,19.63,73.22,1406.0,1466.76,110.0,87.0,220.0,Kiwi
6.15,22.34,61.44,1508.0,1049.13,98.0,59.0,224.0,Kiwi
6.44,26.27,66.6,1224.0,1250.98,131.0,77.0,241.0,Kiwi
6.28,27.36,74.75,826.0,881.11,178.0,85.0,264.0,Kiwi
5.68,15.76,61.61,525.0,934.89,186.0,49.0,150.0,Kiwi
5.71,26.75,52.18,1565.0,1250.05,97.0,28.0,263.0,Kiwi
5.94,26.04,71.67,999.0,1095.26,122.0,31.0,190.0,Kiwi
5.97,16.48,67.8,1576.0,1229.82,164.0,51.0,94.0,Kiwi
5.64,27.94,72.75,247.0,1480.01,165.0,29.0,294.0,Kiwi
6.42,17.06,77.78,439.0,986.82,157.0,52.0,123.0,Kiwi
6.2,22.24,70.24,1578.0,1374.67,149.0,62.0,202.0,Kiwi
5.87,24.3,73.05,1302.0,822.33,101.0,66.0,131.0,Kiwi
6.49,25.24,65.05,562.0,981.69,126.0,48.0,190.0,Kiwi
6.77,15.1,56.87,1687.0,1221.4,97.0,43.0,279.0,Kiwi
6.61,15.74,76.96,940.0,1226.39,199.0,75.0,121.0,Kiwi
6.47,20.91,55.4,1411.0,999.21,125.0,79.0,269.0,Kiwi
6.08,22.74,56.35,1448.0,1095.07,169.0,87.0,98.0,Kiwi
6.38,25.09,69.42,1450.0,1028.23,168.0,68.0,271.0,Kiwi
6.38,18.49,66.25,1157.0,1452.35,200.0,22.0,213.0,Kiwi
6.22,27.06,54.17,1600.0,1420.23,171.0,34.0,83.0,Kiwi
6.83,19.26,76.62,782.0,1486.24,138.0,77.0,120.0,Kiwi
6.3,23.08,61.65,440.0,877.34,184.0,62.0,211.0,Kiwi
5.82,20.64,59.07,261.0,888.47,152.0,83.0,125.0,Kiwi
5.99,20.29,50.41,852.0,1363.19,152.0,21.0,93.0,Kiwi
5.94,15.05,69.27,854.0,1286.97,172.0,68.0,187.0,Kiwi
5.97,27.65,56.26,499.0,847.5,122.0,59.0,233.0,Kiwi
6.01,19.44,66.8,1286.0,1426.38,86.0,53.0,103.0,Kiwi
6.86,27.25,74.4,1339.0,1411.12,151.0,78.0,235.0,Kiwi
5.61,13.19,54.03,555.0,1264.87,181.0,83.0,267.0,Kiwi
6.0,26.72,61.44,662.0,1032.28,138.0,22.0,232.0,Kiwi
6.84,18.03,73.27,308.0,1230.31,140.0,39.0,183.0,Kiwi
5.67,23.06,56.05,1109.0,1140.5,162.0,20.0,121.0,Kiwi
5.57,23.81,50.95,713.0,830.09,141.0,28.0,95.0,Kiwi
6.3,19.8,67.99,1455.0,950.86,143.0,83.0,162.0,Kiwi
5.68,12.14,65.46,1504.0,1096.18,177.0,44.0,170.0,Kiwi
6.13,14.87,74.34,1388.0,830.18,96.0,31.0,158.0,Kiwi
6.56,13.13,67.24,1092.0,934.22,164.0,31.0,148.0,Kiwi
5.92,13.44,75.52,818.0,978.41,95.0,24.0,114.0,Kiwi
5.97,17.56,66.03,1378.0,1124.78,161.0,49.0,156.0,Kiwi
5.7,24.32,79.22,641.0,918.76,126.0,21.0,244.0,Kiwi
6.19,19.58,72.32,1267.0,898.39,95.0,26.0,160.0,Kiwi
6.19,17.37,63.68,1538.0,1391.07,178.0,83.0,285.0,Kiwi
6.03,22.56,73.22,1380.0,1275.55,105.0,77.0,255.0,Kiwi
6.49,22.49,52.86,1591.0,1309.37,200.0,23.0,139.0,Kiwi
6.72,19.88,75.67,1626.0,1007.87,170.0,82.0,224.0,Kiwi
5.55,19.87,50.0,893.0,1448.44,161.0,67.0,239.0,Kiwi
6.01,18.65,59.23,279.0,914.77,133.0,59.0,115.0,Kiwi
5.83,22.28,60.54,1583.0,1454.78,168.0,56.0,196.0,Kiwi
6.67,18.87,77.88,1731.0,875.75,169.0,51.0,228.0,Kiwi
5.83,12.33,68.6,1525.0,923.94,125.0,48.0,94.0,Kiwi
6.76,15.14,71.65,1484.0,1438.24,178.0,21.0,144.0,Kiwi
6.13,24.64,64.38,654.0,1299.17,120.0,58.0,120.0,Kiwi
6.17,24.0,55.32,279.0,1440.91,127.0,69.0,225.0,Kiwi
6.16,15.74,64.72,1764.0,904.57,137.0,81.0,258.0,Kiwi
6.48,13.88,63.41,403.0,1476.56,135.0,68.0,83.0,Kiwi
6.6,15.85,59.47,486.0,936.33,167.0,63.0,191.0,Kiwi
5.87,16.19,79.57,274.0,946.86,134.0,36.0,148.0,Kiwi
5.77,27.77,51.62,1180.0,1036.68,90.0,84.0,147.0,Kiwi
6.36,19.38,57.01,1482.0,1198.57,101.0,43.0,243.0,Kiwi
6.63,14.25,55.22,1464.0,1272.98,153.0,89.0,117.0,Kiwi
6.29,24.45,74.07,611.0,907.26,99.0,28.0,196.0,Kiwi
6.53,22.76,58.97,254.0,1034.93,117.0,85.0,285.0,Kiwi
5.83,22.78,60.82,528.0,1069.91,170.0,30.0,273.0,Kiwi
6.85,12.86,60.15,1120.0,830.34,112.0,78.0,234.0,Kiwi
6.99,23.44,66.75,394.0,959.72,158.0,23.0,90.0,Kiwi
5.75,17.18,54.36,311.0,998.48,99.0,64.0,190.0,Kiwi
5.5,17.56,58.06,1296.0,831.62,148.0,23.0,93.0,Kiwi
6.11,17.25,59.12,354.0,1208.17,112.0,32.0,126.0,Kiwi
6.02,13.02,62.46,534.0,938.12,175.0,66.0,273.0,Kiwi
6.71,21.43,77.16,1488.0,1015.88,152.0,31.0,128.0,Kiwi
6.52,24.17,60.23,1640.0,811.35,80.0,69.0,284.0,Kiwi
6.68,27.85,75.5,1040.0,1297.33,155.0,69.0,171.0,Kiwi
6.58,16.36,63.27,501.0,1111.5,173.0,42.0,265.0,Kiwi
6.21,20.49,53.19,508.0,1450.24,146.0,38.0,139.0,Kiwi
5.79,27.59,51.25,971.0,1355.75,165.0,69.0,187.0,Kiwi
5.51,14.35,70.94,1389.0,1324.61,153.0,71.0,251.0,Kiwi
6.8,13.46,65.05,1214.0,1458.39,182.0,28.0,189.0,Kiwi
6.98,18.23,70.02,372.0,1150.15,190.0,33.0,93.0,Kiwi
6.28,15.88,56.93,1662.0,824.7,183.0,76.0,278.0,Kiwi
5.6,20.65,77.05,1757.0,1029.35,194.0,25.0,185.0,Kiwi
6.22,26.98,59.93,701.0,1457.06,153.0,76.0,248.0,Kiwi
6.78,21.11,70.81,1481.0,1046.1,97.0,62.0,229.0,Kiwi
6.03,21.09,61.43,1188.0,818.13,191.0,71.0,245.0,Kiwi
6.18,12.25,59.15,1108.0,956.32,109.0,35.0,192.0,Kiwi
6.71,12.73,66.92,899.0,880.21,194.0,34.0,215.0,Kiwi
6.15,17.42,58.93,1607.0,1032.19,126.0,59.0,91.0,Kiwi
5.67,19.43,75.4,1296.0,1363.98,109.0,77.0,143.0,Kiwi
6.06,22.86,78.11,566.0,1340.32,89.0,33.0,139.0,Kiwi
5.51,18.11,52.97,801.0,1425.24,156.0,63.0,240.0,Kiwi
6.83,25.25,53.99,928.0,1487.44,90.0,88.0,95.0,Kiwi
5.98,20.88,64.68,1110.0,1296.71,147.0,84.0,207.0,Kiwi
6.61,15.23,55.47,291.0,1332.7,80.0,21.0,104.0,Kiwi
5.81,12.28,68.9,1324.0,933.19,165.0,23.0,98.0,Kiwi
5.97,18.69,50.0,720.0,901.58,166.0,45.0,118.0,Kiwi
5.67,24.15,69.99,1525.0,1377.38,132.0,69.0,291.0,Kiwi
6.64,15.29,61.58,324.0,1204.82,190.0,25.0,180.0,Kiwi
6.49,14.67,56.97,1173.0,1313.62,121.0,71.0,198.0,Kiwi
5.67,26.68,57.8,267.0,1230.0,179.0,32.0,234.0,Kiwi
5.52,18.45,56.83,1622.0,1263.58,140.0,65.0,220.0,Kiwi
5.79,25.38,71.9,345.0,1400.03,159.0,32.0,260.0,Kiwi
6.92,13.03,65.22,491.0,852.07,86.0,82.0,194.0,Kiwi
6.91,15.79,79.75,1396.0,897.53,138.0,51.0,265.0,Kiwi
6.76,18.09,65.1,1535.0,1099.65,157.0,56.0,105.0,Kiwi
6.26,18.8,75.09,1005.0,1440.13,123.0,21.0,203.0,Kiwi
6.45,20.03,64.85,1284.0,1412.19,200.0,86.0,185.0,Kiwi
6.36,20.0,55.84,1687.0,816.99,169.0,88.0,221.0,Kiwi
6.37,25.92,63.86,1767.0,995.73,133.0,78.0,293.0,Kiwi
5.63,12.95,54.5,336.0,1249.53,168.0,78.0,263.0,Kiwi
6.85,17.64,50.54,1100.0,897.11,168.0,73.0,99.0,Kiwi
5.7,14.22,59.62,1595.0,1495.47,139.0,66.0,267.0,Kiwi
6.35,19.42,73.0,367.0,1396.12,158.0,63.0,269.0,Kiwi
6.87,14.89,77.64,843.0,1388.52,162.0,54.0,117.0,Kiwi
6.28,21.59,78.87,229.0,1070.72,166.0,82.0,80.0,Kiwi
5.96,21.67,75.71,782.0,1351.25,128.0,80.0,80.0,Kiwi
6.33,26.02,77.57,709.0,1042.75,91.0,70.0,155.0,Kiwi
6.26,16.68,51.33,1719.0,903.6,111.0,26.0,141.0,Kiwi
6.09,20.76,74.63,1463.0,1354.25,86.0,77.0,239.0,Kiwi
6.06,23.7,57.66,309.0,1050.39,131.0,41.0,166.0,Lemons
6.39,24.58,77.79,682.0,1644.82,133.0,49.0,226.0,Lemons
6.46,18.58,56.61,157.0,1950.07,134.0,66.0,212.0,Lemons
6.17,22.64,62.71,735.0,1619.1,118.0,48.0,159.0,Lemons
6.79,18.27,74.54,145.0,1386.83,102.0,62.0,156.0,Lemons
6.84,21.54,52.75,410.0,1933.62,121.0,60.0,173.0,Lemons
6.57,28.23,60.22,408.0,1753.75,124.0,38.0,213.0,Lemons
6.64,28.95,78.08,470.0,1509.23,122.0,48.0,160.0,Lemons
6.28,19.87,57.37,157.0,1745.42,135.0,55.0,232.0,Lemons
6.13,23.21,55.75,987.0,1912.52,137.0,34.0,136.0,Lemons
6.29,19.13,63.08,168.0,1046.64,134.0,27.0,172.0,Lemons
6.74,22.78,70.07,158.0,1126.87,105.0,33.0,113.0,Lemons
6.0,28.09,75.72,484.0,1150.75,124.0,62.0,232.0,Lemons
6.44,21.53,62.17,330.0,1957.67,148.0,58.0,137.0,Lemons
6.09,19.18,53.0,967.0,1170.59,116.0,60.0,214.0,Lemons
6.48,18.18,50.69,149.0,1162.66,133.0,50.0,101.0,Lemons
6.28,28.08,58.42,912.0,1444.12,143.0,73.0,139.0,Lemons
6.12,27.76,78.75,217.0,1301.24,119.0,56.0,139.0,Lemons
6.28,26.85,73.22,538.0,1891.4,110.0,34.0,245.0,Lemons
6.51,19.4,50.13,181.0,1554.33,103.0,54.0,112.0,Lemons
6.7,22.72,79.02,209.0,1573.33,133.0,66.0,157.0,Lemons
6.91,20.36,50.99,226.0,1087.17,127.0,64.0,172.0,Lemons
6.96,25.96,76.86,886.0,1438.68,147.0,46.0,115.0,Lemons
6.09,19.53,63.72,574.0,1353.73,139.0,46.0,126.0,Lemons
6.3,25.86,79.97,500.0,1013.84,147.0,23.0,127.0,Lemons
6.86,29.23,74.03,1037.0,1726.5,132.0,29.0,102.0,Lemons
6.37,27.98,71.61,908.0,1055.72,124.0,38.0,205.0,Lemons
6.33,29.25,64.61,311.0,1542.64,123.0,64.0,250.0,Lemons
6.57,18.4,64.76,166.0,1515.52,129.0,45.0,230.0,Lemons
6.7,25.38,58.28,1077.0,1763.93,150.0,63.0,136.0,Lemons
6.25,18.82,61.31,768.0,1463.32,100.0,63.0,105.0,Lemons
6.6,18.92,65.55,292.0,1205.19,134.0,60.0,249.0,Lemons
6.69,23.33,64.95,1037.0,1955.82,132.0,70.0,213.0,Lemons
6.56,18.75,59.77,907.0,1104.93,141.0,62.0,136.0,Lemons
6.84,24.92,59.19,484.0,1186.85,106.0,47.0,249.0,Lemons
6.61,28.02,54.58,982.0,1291.31,145.0,63.0,138.0,Lemons
6.84,23.37,65.89,571.0,1376.68,101.0,33.0,165.0,Lemons
6.0,20.77,61.53,593.0,1077.23,123.0,24.0,120.0,Lemons
6.69,23.27,70.4,638.0,1464.1,134.0,35.0,109.0,Lemons
6.23,25.95,65.73,676.0,1990.97,127.0,25.0,178.0,Lemons
6.87,25.14,52.79,380.0,1520.97,138.0,40.0,106.0,Lemons
6.16,29.51,72.9,439.0,1781.87,118.0,38.0,163.0,Lemons
6.27,22.97,77.89,737.0,1071.99,130.0,30.0,122.0,Lemons
6.22,21.29,60.64,931.0,1371.48,145.0,69.0,158.0,Lemons
6.02,26.26,72.78,1050.0,1344.56,127.0,61.0,205.0,Lemons
6.39,25.4,73.58,572.0,1822.99,150.0,38.0,161.0,Lemons
6.8,27.11,75.1,881.0,1098.3,112.0,60.0,153.0,Lemons
6.8,29.06,63.13,325.0,1960.72,122.0,46.0,149.0,Lemons
6.81,28.64,76.29,250.0,1278.1,118.0,69.0,107.0,Lemons
6.99,27.66,69.87,589.0,1929.63,125.0,73.0,156.0,Lemons
6.65,27.52,69.24,71.0,1794.68,136.0,74.0,195.0,Lemons
6.1,22.51,71.64,812.0,1476.62,104.0,59.0,187.0,Lemons
6.27,26.97,65.55,61.0,1956.99,120.0,25.0,194.0,Lemons
6.65,18.08,55.03,448.0,1685.29,131.0,74.0,140.0,Lemons
6.7,25.14,55.57,295.0,1582.27,139.0,48.0,187.0,Lemons
6.96,25.93,67.38,130.0,1789.16,131.0,69.0,108.0,Lemons
6.89,25.94,63.18,385.0,1150.05,105.0,25.0,108.0,Lemons
6.4,23.32,61.13,350.0,1185.84,147.0,75.0,151.0,Lemons
6.02,29.68,56.45,721.0,1387.14,145.0,45.0,165.0,Lemons
6.26,29.05,73.05,455.0,1942.02,138.0,43.0,184.0,Lemons
6.82,21.09,52.23,1053.0,1665.73,136.0,26.0,186.0,Lemons
6.8,19.15,60.09,150.0,1691.53,116.0,21.0,136.0,Lemons
6.68,23.69,65.29,222.0,1324.16,113.0,66.0,100.0,Lemons
6.76,25.32,60.67,1085.0,1411.81,148.0,54.0,220.0,Lemons
6.64,24.23,61.67,84.0,1555.98,132.0,48.0,249.0,Lemons
6.58,21.68,61.28,100.0,1827.32,103.0,64.0,175.0,Lemons
6.19,21.71,63.88,230.0,1891.24,114.0,63.0,181.0,Lemons
6.2,21.16,60.27,984.0,1616.25,111.0,55.0,188.0,Lemons
6.65,28.63,58.96,222.0,1797.65,113.0,41.0,153.0,Lemons
6.77,20.33,75.37,230.0,1073.78,121.0,35.0,112.0,Lemons
6.3,21.77,65.13,755.0,1964.43,133.0,69.0,209.0,Lemons
6.07,22.63,62.02,783.0,1314.8,129.0,21.0,173.0,Lemons
6.22,18.75,76.92,427.0,1773.86,130.0,37.0,237.0,Lemons
6.77,21.17,62.5,504.0,1582.07,150.0,55.0,123.0,Lemons
6.02,27.13,61.51,1071.0,1507.12,144.0,41.0,232.0,Lemons
6.89,24.4,57.47,1060.0,1919.38,145.0,64.0,232.0,Lemons
6.79,26.45,74.51,209.0,1915.11,121.0,29.0,134.0,Lemons
6.92,24.99,76.32,380.0,1062.11,143.0,40.0,191.0,Lemons
6.84,26.93,59.56,1089.0,1180.72,113.0,31.0,162.0,Lemons
6.95,25.77,64.59,510.0,1419.45,132.0,59.0,157.0,Lemons
6.47,21.47,77.0,91.0,1823.48,133.0,36.0,167.0,Lemons
6.69,20.95,62.67,620.0,1566.64,118.0,35.0,104.0,Lemons
6.26,20.69,53.27,552.0,1779.45,102.0,60.0,234.0,Lemons
6.58,24.83,51.37,401.0,1145.28,103.0,39.0,113.0,Lemons
6.05,28.41,65.97,299.0,1627.25,133.0,38.0,148.0,Lemons
6.52,27.5,60.35,807.0,1701.09,109.0,74.0,131.0,Lemons
6.88,26.19,67.59,420.0,1611.69,130.0,70.0,124.0,Lemons
6.8,28.36,78.4,118.0,1472.37,112.0,55.0,232.0,Lemons
6.81,22.04,64.48,874.0,1140.81,111.0,71.0,246.0,Lemons
6.11,24.52,68.16,973.0,1222.32,125.0,21.0,115.0,Lemons
6.45,23.53,51.34,984.0,1723.41,117.0,69.0,163.0,Lemons
6.58,25.76,62.42,558.0,1936.0,113.0,35.0,250.0,Lemons
6.43,24.55,55.02,213.0,1533.39,150.0,42.0,162.0,Lemons
6.7,28.29,67.48,236.0,1501.92,133.0,62.0,193.0,Lemons
6.07,21.39,69.97,283.0,1295.04,129.0,50.0,192.0,Lemons
6.54,26.12,77.18,272.0,1217.95,110.0,57.0,163.0,Lemons
6.47,29.6,55.19,371.0,1246.45,105.0,21.0,133.0,Lemons
6.49,24.59,54.41,931.0,1773.33,144.0,25.0,132.0,Lemons
6.96,29.72,72.54,583.0,1614.48,127.0,57.0,135.0,Lemons
6.41,29.64,61.67,667.0,1086.4,138.0,44.0,173.0,Lemons
6.03,26.73,78.71,339.0,1670.31,143.0,24.0,137.0,Lemons
6.82,19.94,54.5,793.0,1700.42,147.0,49.0,213.0,Lemons
6.9,29.99,66.79,966.0,1186.27,137.0,53.0,179.0,Lemons
6.58,26.37,74.83,145.0,1416.22,102.0,58.0,228.0,Lemons
6.44,26.04,64.58,1068.0,1075.26,100.0,42.0,174.0,Lemons
6.98,25.65,76.63,752.0,1929.49,138.0,40.0,157.0,Lemons
6.48,18.85,74.16,237.0,1503.26,114.0,32.0,148.0,Lemons
6.08,29.66,61.66,609.0,1015.56,116.0,22.0,119.0,Lemons
6.52,21.98,57.91,72.0,1007.47,123.0,64.0,128.0,Lemons
6.82,20.49,75.81,505.0,1153.27,109.0,61.0,189.0,Lemons
6.32,25.53,57.09,885.0,1539.93,144.0,68.0,158.0,Lemons
6.97,22.75,70.77,984.0,1138.58,123.0,74.0,220.0,Lemons
6.16,26.81,57.7,798.0,1539.76,102.0,20.0,209.0,Lemons
6.84,20.63,73.82,221.0,1385.5,120.0,36.0,156.0,Lemons
6.6,27.77,60.69,586.0,1231.34,111.0,28.0,177.0,Lemons
6.03,28.36,50.12,913.0,1670.92,133.0,69.0,113.0,Lemons
6.17,27.86,54.29,599.0,1720.4,117.0,45.0,138.0,Lemons
6.41,18.2,71.14,462.0,1321.14,123.0,39.0,156.0,Lemons
6.13,24.31,69.71,349.0,1277.62,126.0,63.0,138.0,Lemons
6.32,24.8,73.12,192.0,1251.86,129.0,63.0,199.0,Lemons
6.16,27.43,51.97,654.0,1822.96,116.0,71.0,200.0,Lemons
6.67,23.37,74.52,1010.0,1713.0,144.0,34.0,226.0,Lemons
6.59,29.18,51.62,742.0,1451.52,141.0,22.0,198.0,Lemons
6.31,29.25,68.78,540.0,1270.54,105.0,62.0,250.0,Lemons
